,score
0,0.969830814875298
1,0.969923334658723
2,0.969455197743336
3,0.969864798297742
4,0.97135904476604
5,0.973880505470584
6,0.9767313910441
7,0.979540710837697
8,0.981579944970654
9,0.982936996984787
10,0.98440159704921
11,0.986104096723057
12,0.987854982853023
13,0.987898519242141
14,0.987328126000618
15,0.987165191688023
16,0.987257396544929
17,0.987294500882338
18,0.986628135784789
19,0.986575402020643
20,0.986783696189886
21,0.986279105739777
22,0.986616645865025
23,0.987042612638785
24,0.987139375046121
25,0.98683479827711
26,0.986124607349983
27,0.986079847076359
28,0.986772746534543
29,0.986746737317534
30,0.986623907430783
31,0.986351918012824
32,0.985023668411825
33,0.984038883180794
34,0.983566017009179
35,0.9824192633196
36,0.98188571743132
37,0.980444348205156
38,0.979335345850294
39,0.978110297938366
40,0.976843860714222
41,0.976512342990708
42,0.977022639503906
43,0.977647435637635
44,0.977959777552762
45,0.978741305422514
46,0.978950252966755
47,0.979423663887805
48,0.979615231727605
49,0.980293078040593
50,0.98087421949794
51,0.981499318829104
52,0.982024612547099
53,0.981927097162815
54,0.981881409216608
55,0.982180305858284
56,0.983317801600015
57,0.984529716893698
58,0.986176854295372
59,0.987430351187775
60,0.988789468347778
61,0.988565134167132
62,0.988092077282234
63,0.988438160000759
64,0.987508297806285
65,0.986011432803398
66,0.983550925201379
67,0.980646186431482
68,0.977686106669161
69,0.975099348674194
70,0.97275527215021
71,0.970831271175562
72,0.968952295283207
73,0.96574366161993
74,0.964059274819802
75,0.962978857035157
76,0.962507271549824
77,0.963051078819936
78,0.963959750905457
79,0.964363591307913
80,0.96343729700787
81,0.963535006494129
82,0.962738158353236
83,0.962180504259538
84,0.960538724174092
85,0.957211239239083
86,0.954315675276828
87,0.951860570105888
88,0.948879525822298
89,0.946987576024232
90,0.945936779430982
91,0.943406192467862
92,0.942550091543324
93,0.942183918530424
94,0.943271671226618
95,0.94606336496062
96,0.947975865138418
97,0.947685461595441
98,0.946473467069982
99,0.944530261158077
100,0.943246303394536
101,0.944174370505346
102,0.944447595705547
103,0.944831692653528
104,0.944823092288547
105,0.944546499039456
106,0.944292344662011
107,0.945934005761467
108,0.948234507948334
109,0.950487069695038
110,0.953328776417644
111,0.955499222764755
112,0.958289533776333
113,0.961503104687606
114,0.964034364922529
115,0.96589465726222
116,0.967333992767739
117,0.968044290053913
118,0.968628325236403
119,0.968503248382075
120,0.967599735807405
121,0.966704489358979
122,0.964864657628656
123,0.963791240648635
124,0.964234784971368
125,0.965636794672612
126,0.967848717274246
127,0.969761022453066
128,0.972205200084435
129,0.973487755754346
130,0.975750238851639
131,0.977592549118257
132,0.980114021933292
133,0.981462828643248
134,0.980562857003891
135,0.980721639940187
136,0.980586760860358
137,0.980962081409916
138,0.980734089508313
139,0.981995020611336
140,0.982374716979637
141,0.982415028089965
142,0.982315658544768
143,0.983650805007725
144,0.986947685755878
145,0.988259712127675
146,0.989503321739184
147,0.990043219753992
148,0.991080865776723
149,0.992701681955157
150,0.994355015675069
151,0.9958426744161
152,0.997359201457255
153,0.996381076002027
154,0.994051190675616
155,0.99230491394401
156,0.990998430507611
157,0.990683767284328
158,0.990665034986371
159,0.990786366784633
160,0.991090817917416
161,0.991753903680185
162,0.992149133511675
163,0.992928778280763
164,0.993938978757981
165,0.995219961453674
166,0.995813213670888
167,0.996223510879581
168,0.996086826581504
169,0.995617710849131
170,0.994972100581768
171,0.994706366898209
172,0.994001805236485
173,0.993900080358941
174,0.993884838443281
175,0.993347108139276
176,0.992821295574224
177,0.991511532793483
178,0.990295724080655
179,0.988723550088967
180,0.987186961766172
181,0.985788992577747
182,0.984419800478246
183,0.983807875847206
184,0.982736993805474
185,0.982309456787839
186,0.98247058883713
187,0.982997979479696
188,0.983372208704862
189,0.984121995022854
190,0.985175641399942
191,0.98590946566684
192,0.98769494015126
193,0.98909395642846
194,0.991009940054583
195,0.993019874268972
196,0.994685621228088
197,0.99610514410122
198,0.997753725188531
199,0.998972468922021
200,0.999595725346024
201,1
202,0.999667592246032
203,0.998928611461718
204,0.997438747427602
205,0.994913771787724
206,0.992178276446911
207,0.990160491421885
208,0.988500695609926
209,0.98675309219966
210,0.985339172412956
211,0.984492007184039
212,0.984134574074237
213,0.983684547753931
214,0.983540157836244
215,0.984430700372172
216,0.98524991334314
217,0.985747263905035
218,0.985452371554075
219,0.985514907366741
220,0.985887669425301
221,0.985929248451796
222,0.985857417419914
223,0.985529817580419
224,0.985104790658901
225,0.984231768273636
226,0.983930421552542
227,0.983411626953272
228,0.983612815586862
229,0.983276576291991
230,0.983120493354289
231,0.983694638152851
232,0.983808541173331
233,0.984443681691757
234,0.985440307853787
235,0.986056619955041
236,0.986113308535653
237,0.98632536587326
238,0.986507949788187
239,0.987055390715576
240,0.986774933834637
241,0.985792781575775
242,0.984599074957622
243,0.984826371169666
244,0.985081972890785
245,0.986254298748054
246,0.986763294132046
247,0.986811300092956
248,0.98578244584124
249,0.984481605493528
250,0.983798991085133
251,0.98343112867592
252,0.983301594178207
253,0.982206595591383
254,0.980705604321512
255,0.979252007215367
256,0.978531566864352
257,0.979411097017452
258,0.981420519727174
259,0.982619070731216
260,0.983802139209896
261,0.984549409663756
262,0.985438527306174
263,0.979886051461121
264,0.985262302705297
265,0.982030081077965
266,0.991514950572397
267,0.994518473273523
268,0.98306084931834
269,0.986393603141886
270,0.983090846284672
271,0.985286089800736
272,0.981945294634785
