,score
0,1
1,0.997190702843121
2,0.993581487938497
3,0.991122729355623
4,0.988591787500348
5,0.986215066836774
6,0.983530984761817
7,0.981112578770439
8,0.978527067765364
9,0.976801720197902
10,0.976538394176002
11,0.976944145860831
12,0.978592386077608
13,0.978643467604201
14,0.978635075821728
15,0.979072551817961
16,0.97951509498381
17,0.97840601114431
18,0.977689992731675
19,0.97752639256898
20,0.976768786302939
21,0.975057832565109
22,0.973247156306788
23,0.972303380720468
24,0.970942735277417
25,0.969550651371405
26,0.96867761276951
27,0.969285902437933
28,0.970028883458813
29,0.970305862330911
30,0.970376128347235
31,0.970538884653254
32,0.970026917934928
33,0.968393043347313
34,0.967031514959854
35,0.965424039867175
36,0.964331032232543
37,0.963369293418106
38,0.961469658942537
39,0.960617665701183
40,0.960814062619916
41,0.961588154926716
42,0.962887825412199
43,0.964264924579772
44,0.965680407036144
45,0.966621836498076
46,0.967363319388112
47,0.966816246550409
48,0.96641406478714
49,0.964492119785871
50,0.961692094314447
51,0.959726052164304
52,0.957902315843709
53,0.956661867152491
54,0.956508835368826
55,0.956375344172197
56,0.95646232718496
57,0.957803119519036
58,0.95974627218244
59,0.962579256671063
60,0.965597710881895
61,0.967053406144826
62,0.968949354377371
63,0.971682627763899
64,0.973880841010762
65,0.976255742196568
66,0.969326719305236
67,0.971199728438956
68,0.973890318246834
69,0.977355671470302
70,0.970463063507554
71,0.97544344023915
72,0.98497893707632
73,0.987457197117192
74,0.987368268838112
75,0.991744704038979
