,score
0,0.999509823561811
1,1
2,0.999780919734668
3,0.998111781349727
4,0.99551197737247
5,0.992324522730439
6,0.988722085593852
7,0.985544795687023
8,0.98157257452264
9,0.975815472510929
10,0.969594102360081
11,0.964029978714091
12,0.958539728460078
13,0.955421163852273
14,0.952992763216983
15,0.953540792247934
16,0.954201010204396
17,0.956401474802095
18,0.959016812971148
19,0.961729510389624
20,0.964211398367172
21,0.966129411923885
22,0.968067005917334
23,0.968328474522344
24,0.967954309723296
25,0.965528774254635
26,0.962948960958543
27,0.959824476821369
28,0.956613255995971
29,0.954109450534104
30,0.952231017143603
31,0.951009996199819
32,0.950089902772333
33,0.950520362057141
34,0.951286944316192
35,0.952175864667277
36,0.953009421368356
37,0.953435609568023
38,0.953664477704768
39,0.953766165359285
40,0.95345275578332
41,0.952986737563072
42,0.952101123868616
43,0.950814784288629
44,0.949705513985874
45,0.948800082145159
46,0.948396391950314
47,0.948280145012706
48,0.948166721295042
49,0.947626607558976
50,0.946783353672258
51,0.946091595842896
52,0.945734922599889
53,0.945415594541425
54,0.944896924248837
55,0.943521162294238
56,0.942697127150686
57,0.942086192592061
58,0.941353222706224
59,0.940635338325889
60,0.940845266635478
61,0.940948590807655
62,0.940802250831519
63,0.94091289471905
64,0.941030204241116
65,0.941348107280772
66,0.941445410251068
67,0.941492776485875
68,0.941788163515386
69,0.94210228382508
70,0.9418634387195
71,0.941591212461486
72,0.942010797484939
73,0.942400501705113
74,0.94241141458889
75,0.94367857283318
76,0.944260638383452
77,0.944444965374763
78,0.944919336195152
79,0.945707060006856
80,0.946900016690782
81,0.948079189934935
82,0.948875518424892
83,0.949407333245446
84,0.949991706674595
85,0.949695868789213
86,0.949695149933813
87,0.951014237352683
88,0.951755836285685
89,0.952227159756154
90,0.952728363832365
91,0.953436382364626
92,0.954018283778637
93,0.954516429355697
94,0.95563321111375
95,0.956791595187873
96,0.958091727529222
97,0.958257698973826
98,0.958478892415986
99,0.958909597235351
100,0.959317988588364
101,0.959424820895689
102,0.959075435532001
103,0.958555591031648
104,0.957753175306415
105,0.956826827753047
106,0.956336043262409
107,0.956177609181285
108,0.956335315950832
109,0.956410918638751
110,0.955944163188411
111,0.955805489013376
112,0.956021566041425
113,0.956611640894104
114,0.956919871861982
115,0.956527438255605
116,0.955549792768928
117,0.95403656531698
118,0.952718348518767
119,0.951432977902151
120,0.950172858398177
121,0.94873688353179
122,0.947636445097932
123,0.946716391314807
124,0.945898874697072
125,0.946219188770576
126,0.946773565703973
127,0.947377096100716
128,0.948156680177309
129,0.949046799645356
130,0.950279413848572
