,score
0,0.998855503614581
1,1
2,0.999044892237837
3,0.994233141547619
4,0.992009724433112
5,0.988998334881094
6,0.98580562419718
7,0.982505197933689
8,0.97923780833325
9,0.974728405737335
10,0.969385010577022
11,0.964458171222593
12,0.959955166265465
13,0.957663644684015
14,0.954122479048769
15,0.952538439230447
16,0.9510964247252
17,0.950775198178009
18,0.950776586029024
19,0.951390704497624
20,0.952357719815367
21,0.954012714343277
22,0.95613050963262
23,0.958822260008499
24,0.962174987036688
25,0.964323361869208
26,0.966399680766744
27,0.968205663389839
28,0.969988536334577
29,0.971185297075807
30,0.971862447236854
31,0.971279296000536
32,0.970048435996574
33,0.967658004264916
34,0.964648186798249
35,0.961539524918291
36,0.958797258452006
37,0.956239756007721
38,0.953722694702018
39,0.952629688679023
40,0.951786685223306
41,0.951653453316467
42,0.95185937520364
43,0.95266538186195
44,0.953818364603786
45,0.955113682727766
46,0.956424457566062
47,0.957671527709325
48,0.958890071923295
49,0.95912162379055
50,0.959434579760154
51,0.960086897621064
52,0.960803380601227
53,0.961294493288464
54,0.961661776950419
55,0.961968646239258
56,0.962160119810444
57,0.962213271723561
58,0.962259480428454
59,0.962324180029281
60,0.962695029522895
61,0.962605337505736
62,0.962420582848292
63,0.962508091431022
64,0.962681896000335
65,0.963016417101298
66,0.963415483646131
67,0.964046475368732
68,0.964572147494082
69,0.965136471510024
70,0.965373524570689
71,0.965730401041412
72,0.966081104799407
73,0.966174335678543
74,0.966162512955393
75,0.966606337937498
76,0.96698556302429
77,0.967153371299957
78,0.967245559131121
79,0.96713577907082
80,0.967012038583692
81,0.966803992771055
82,0.966401472663919
83,0.965809402916405
84,0.965298183518574
85,0.964205774858836
86,0.963189797532042
87,0.962725607929972
88,0.962354699739456
89,0.962082656038006
90,0.961904854661009
91,0.961818350931361
92,0.961870286352172
93,0.962039247276862
94,0.962102796927072
95,0.962096040198897
96,0.962173528421508
97,0.961786019074418
98,0.961380934138576
99,0.961276392082303
100,0.961065898458527
101,0.960658101556307
102,0.96026029403532
103,0.95986243693295
104,0.95951482642446
105,0.959376706373273
106,0.959178215433669
107,0.958978910178356
108,0.958735259011143
109,0.95810168059657
110,0.957578589569474
111,0.957706788867924
112,0.957957684248439
113,0.958307990985757
114,0.958717462641988
115,0.958955120282682
116,0.959167833669018
117,0.959390426518778
118,0.959758541842082
119,0.960247369877576
120,0.960718525943892
121,0.960634834994863
122,0.960410514306884
123,0.960535986927738
124,0.960536327131637
125,0.96046994548657
126,0.960517955717906
127,0.960638924523696
128,0.960701069446126
129,0.960884533002842
130,0.960934206945947
131,0.961087914863127
132,0.961192382567306
133,0.960962513402178
134,0.960684655220348
135,0.960747937764997
136,0.960713963402325
137,0.960603150263001
138,0.960456394723905
139,0.960291431873881
140,0.96021934827622
141,0.960022872806732
142,0.959867430199035
143,0.95973374901391
144,0.959734964274554
145,0.959550596878184
146,0.959321287484134
147,0.95934100892498
148,0.959494018564066
149,0.95951993402634
150,0.959450054594059
151,0.959387524703644
152,0.959310924622627
153,0.959135541505729
154,0.959025543208679
