,score
0,0.97588386693163
1,0.977555679789137
2,0.979722600408746
3,0.982623446042535
4,0.983498927105903
5,0.982721781063846
6,0.9812090128764
7,0.979238309432698
8,0.977617865720691
9,0.976793365342909
10,0.97673978421679
11,0.979929666421156
12,0.983713968651344
13,0.985802890524743
14,0.989444139392942
15,0.993253322421583
16,0.997315988270147
17,1
18,0.998893095625279
19,0.996173611451809
20,0.992784276627674
21,0.987995751803597
22,0.982022959673296
23,0.975543501708539
24,0.967463594326702
25,0.960081304143112
26,0.952145743171997
27,0.947364994410711
28,0.945351906750638
29,0.94410391230484
30,0.941806296622108
31,0.937637001684074
32,0.932384605332582
33,0.929141643942244
34,0.928714829625709
35,0.928608399144186
36,0.928685409587557
37,0.926205491050881
38,0.921212850537173
39,0.914913206164727
40,0.909434455465691
41,0.905701332635326
42,0.904672249487102
43,0.904338379691481
44,0.902834947013976
45,0.901819509724766
46,0.902740147920388
47,0.902823903758656
48,0.902898760480132
49,0.902871384685008
50,0.902119795724044
51,0.900460697168182
52,0.897345125628396
53,0.89376700945898
54,0.890033448496408
55,0.887117685053403
56,0.883609230493535
57,0.881461639974616
58,0.880379973198359
59,0.880034918214333
60,0.880168298398098
61,0.882344576072142
62,0.884390215154691
63,0.883340349946736
64,0.880871191406579
65,0.878473569283792
66,0.876830920620651
67,0.875217192759098
68,0.872803236193598
69,0.869605351497246
70,0.866359775794455
71,0.860634265642711
72,0.855019061570371
73,0.853426007361133
74,0.854196863808934
75,0.85444438993482
76,0.854762052709824
77,0.857233692222485
78,0.860350783113352
79,0.864308949716086
80,0.868616899765381
81,0.874319362835884
82,0.879843666183842
83,0.88456954285907
84,0.889978724723293
85,0.89420556154994
86,0.895127044895292
87,0.89245242454955
88,0.889950858759393
89,0.88675620089761
90,0.882418507987275
91,0.87738310169973
92,0.875005685543186
93,0.872548113958401
94,0.866598725473637
95,0.863310512687797
96,0.861671968477303
97,0.859564632555659
98,0.856609078003095
99,0.854220869517854
100,0.851579381386227
101,0.849287063274191
102,0.844703123622523
103,0.838441833084655
104,0.833374864063673
105,0.826341088285943
106,0.819105162511063
107,0.814957888799389
108,0.814559105719517
109,0.815901000762139
110,0.819047754086069
111,0.822945614288576
112,0.825872449162053
113,0.829465981030528
114,0.832894031795291
115,0.838651516005582
116,0.846577991030842
117,0.851260764289425
118,0.853197424693958
119,0.853698638863102
120,0.85424168323403
121,0.85672622759735
122,0.860765130759034
123,0.864050262637676
124,0.867649143862439
125,0.867845721558651
126,0.866728825951289
127,0.869040574427957
128,0.872570495857452
129,0.876357859212586
130,0.876588536708102
131,0.872443572639298
132,0.867006705640485
133,0.86320882925667
134,0.859791200793847
135,0.858279181938644
136,0.857425597453957
137,0.853867566239036
138,0.849464012953531
139,0.845811873209255
140,0.844495529000619
141,0.846993262187993
142,0.851325391628175
143,0.854532083248615
144,0.858183702783663
145,0.86146532774863
146,0.862083640841341
147,0.864205317221419
148,0.867021337187559
149,0.868560737172124
150,0.869321272558565
151,0.867196259538366
152,0.865877258686793
153,0.865257353923346
154,0.865241292940095
155,0.865904866756889
156,0.866667665197988
157,0.864242108906342
158,0.862381305608122
159,0.861074204548083
160,0.859565078256118
161,0.858260789560651
162,0.854281594232405
163,0.847897352331284
164,0.840222002708113
165,0.831233590308351
166,0.823541729052759
167,0.821460674293589
168,0.818661517764069
169,0.816588596687084
170,0.832675165452624
171,0.825541374056799
172,0.8082159767941
173,0.803234095935865
174,0.793176391886963
175,0.789712381757072
176,0.819227252810569
177,0.824140708587872
178,0.83153801303723
179,0.825585347189159
