,score
0,0.93124306408921
1,0.934897487916182
2,0.940125527219885
3,0.945283513359745
4,0.949202090883872
5,0.953418982719023
6,0.958344781365572
7,0.961754429434363
8,0.962638881050382
9,0.960220110796068
10,0.958272718541721
11,0.957271747082587
12,0.955155333615842
13,0.952706564717967
14,0.950368827833027
15,0.947465237690713
16,0.943273673245506
17,0.941972284245028
18,0.943842952392682
19,0.944983678615576
20,0.945532931630921
21,0.944513841438627
22,0.943195767738483
23,0.941564645476506
24,0.940929696941957
25,0.940604684229284
26,0.942310553272233
27,0.940038478108762
28,0.933190760312693
29,0.925677617301205
30,0.919046966823458
31,0.916469765978005
32,0.916979484197818
33,0.918571681960405
34,0.919857610073126
35,0.919362514647558
36,0.915756460820291
37,0.914343156313855
38,0.916057368558791
39,0.921515117790153
40,0.927635522732739
41,0.930265510013269
42,0.929904690903587
43,0.929089836858562
44,0.929622893938367
45,0.931462715125507
46,0.934705391958579
47,0.93902065177338
48,0.942679765350694
49,0.944758740280918
50,0.946888672122891
51,0.949918630065677
52,0.953654774646069
53,0.955895819539188
54,0.9547845362436
55,0.953562038342833
56,0.952921464377391
57,0.953570114154989
58,0.956306378921876
59,0.958676430990769
60,0.960422398727442
61,0.960433989752926
62,0.959374753612964
63,0.960552352424082
64,0.964407853054564
65,0.969889206794528
66,0.974875986526318
67,0.976456365026577
68,0.973494899859996
69,0.969581721164425
70,0.965138604303533
71,0.963313619817506
72,0.962380767864875
73,0.958888236925766
74,0.954412930799509
75,0.950343272192983
76,0.947435144657858
77,0.944300363447886
78,0.94391233896885
79,0.945181991417852
80,0.947297618036271
81,0.948427911690024
82,0.949375969927968
83,0.95157674401049
84,0.952834294227042
85,0.952628411132019
86,0.949481164725729
87,0.944320219703215
88,0.937393931860393
89,0.931015857436304
90,0.925936646232433
91,0.923242546110348
92,0.921168073948284
93,0.918131842801399
94,0.91471544238468
95,0.91110214104674
96,0.91012563614701
97,0.913067117692081
98,0.920387785852804
99,0.9267323597118
100,0.928190829557814
101,0.926464691795044
102,0.922952777135012
103,0.920989963410035
104,0.920854898729288
105,0.921171879455174
106,0.920313262556419
107,0.920106187790309
108,0.917238129149442
109,0.914934656378188
110,0.917061437150228
111,0.919922694684575
112,0.922750399338941
113,0.924662000252026
114,0.925334426023766
115,0.927522795648366
116,0.931058007026913
117,0.933589483255587
118,0.936083731595642
119,0.938012702565184
120,0.938753410461299
121,0.938761275003691
122,0.939940325054949
123,0.940945749013969
124,0.943213149640053
125,0.944626797433915
126,0.946067858276657
127,0.94592531270342
128,0.94355995851938
129,0.941385204507756
130,0.940973192880616
131,0.941433521012986
132,0.941067355214237
133,0.938737297208146
134,0.935705434328877
135,0.931480371048727
136,0.927626327717258
137,0.925805317589055
138,0.925375706009018
139,0.925299076974177
140,0.924383969038854
141,0.924628430702384
142,0.925219260338214
143,0.926687714961442
144,0.929285677206928
145,0.93359928505835
146,0.937108671412626
147,0.938670572718097
148,0.939485744699175
149,0.940583257829176
150,0.939400035360842
151,0.936095868457767
152,0.932683257942034
153,0.930747635447827
154,0.927925695947883
155,0.924579027130459
156,0.921001686787485
157,0.918156849584961
158,0.917407046508913
159,0.915747871198056
160,0.917907888991891
161,0.922923784726779
162,0.930017199299973
163,0.93882988074208
164,0.946965292284875
165,0.952044937165253
166,0.956358496666264
167,0.960713090683431
168,0.965650324345004
169,0.97046057726731
170,0.961879886385764
171,0.979522124798804
172,1
173,0.993281242343133
174,0.967772255488324
175,0.95991634291645
176,0.960272135635925
177,0.971310384781242
178,0.968145785970349
179,0.956823163813225
