,score
0,1
1,0.994925080849817
2,0.993154159573515
3,0.993070977211629
4,0.993036929370271
5,0.99341063169792
6,0.994211720723719
7,0.993959154650857
8,0.992455740302925
9,0.99252551945084
10,0.99350264314729
11,0.995464751257055
12,0.995557627236729
13,0.99402674234206
14,0.993077503107278
15,0.990730018755299
16,0.986627999789659
17,0.982210573624575
18,0.978899972609512
19,0.975890241659149
20,0.975604963422866
21,0.976237009315167
22,0.978074710666713
23,0.979654275997441
24,0.980314557909598
25,0.982028497137691
26,0.985334824437632
27,0.98905329577962
28,0.991747711790283
29,0.992577949517153
30,0.990286851634496
31,0.986991540277113
32,0.98251852721336
33,0.977990132045533
34,0.974767619424291
35,0.972394656079683
36,0.967823051925159
37,0.962585274705505
38,0.959925812833613
39,0.961022409914949
40,0.96429098165801
41,0.967615297913113
42,0.971117579701683
43,0.974406887020581
44,0.976604283089873
45,0.977576417366373
46,0.980697856626955
47,0.984619620952311
48,0.985330448465717
49,0.982739086680607
50,0.980084539664248
51,0.977951017973645
52,0.976063622203116
53,0.974375363118302
54,0.973158074095354
55,0.972981267517085
56,0.971801662804759
57,0.970909093242761
58,0.973152618398019
59,0.97737993567032
60,0.979406695123197
61,0.980485440492509
62,0.981241318809226
63,0.98251754508623
64,0.983705825100434
65,0.985329744222171
66,0.988431789432306
67,0.991013699372674
68,0.989878282435421
69,0.987869173703527
70,0.988162964583768
71,0.989653363131146
72,0.992171166653122
73,0.994780976794725
74,0.997565705186886
75,0.997995179637933
76,0.99549236849664
77,0.992442532603804
78,0.991067009460386
79,0.990137718370028
80,0.988292644777935
81,0.985786175191071
82,0.983806960379125
83,0.981263600500285
84,0.977626521721652
85,0.975347901551045
86,0.974914642916084
87,0.974018106979721
88,0.973045082778485
89,0.971347795868352
90,0.967030071546401
91,0.962672327648037
92,0.957176055192197
93,0.953416656683419
94,0.951011454943806
95,0.948783435867096
96,0.945695975842501
97,0.941668857792784
98,0.937962116509516
99,0.934738581723872
100,0.935046087196978
101,0.93466802294394
102,0.933607848783292
103,0.931791791413945
104,0.929975010776036
105,0.928267424641552
106,0.927819910042887
107,0.92983424593777
108,0.933654963395343
109,0.936239245367012
110,0.935938537321628
111,0.935989726434654
112,0.936378864657917
113,0.936231487215699
114,0.935688693854622
115,0.934519163972318
116,0.93388958892478
117,0.931777533118165
118,0.928121177799492
119,0.926690178181037
120,0.927369623887759
121,0.92698012919004
122,0.927045308723479
123,0.926862958820094
124,0.928706736486297
125,0.9313597970244
126,0.935632774627819
127,0.940072293104186
128,0.941350265764882
129,0.939453651118719
130,0.936709022613197
131,0.935609421347018
132,0.933253088847156
133,0.932523143900595
134,0.928636330338166
135,0.923948303511582
136,0.916996376094402
137,0.911630087060787
138,0.911002630682761
139,0.912303356305706
140,0.914229292819282
141,0.916019599183096
142,0.919282800706156
143,0.919872686570888
144,0.922098932304696
145,0.924069732429809
146,0.924040094255059
147,0.923260087345712
148,0.920244913093591
149,0.915988290657985
150,0.912440378658903
151,0.908027950325059
152,0.904028291039327
153,0.902489213461159
154,0.901440310317145
155,0.90122959031189
156,0.905018186102882
157,0.909335309705402
158,0.914728726778078
159,0.92204769437203
160,0.927651042050932
161,0.932928044148306
162,0.93421723522793
163,0.936577084191803
164,0.937567581493652
165,0.938227052301344
166,0.936079083256058
167,0.933660291738659
168,0.931246371011689
169,0.927589007090696
170,0.939839056376983
171,0.908506364861812
172,0.933312477542564
173,0.926841386275998
174,0.926131464026112
175,0.920366120771987
176,0.918113951888651
177,0.92326077054733
178,0.925273025194909
179,0.921187641976375
