,score
0,0.923592315871577
1,0.917858337094163
2,0.915446895798766
3,0.915701945502406
4,0.917624973238415
5,0.918427596495838
6,0.919749189512736
7,0.921617205909865
8,0.923519579275114
9,0.925129077306415
10,0.927875682280329
11,0.930743268599384
12,0.932672461161566
13,0.93390353240493
14,0.934952998754451
15,0.935047079241269
16,0.932472098806179
17,0.928276910708296
18,0.92320692286858
19,0.922234585463217
20,0.92163945500447
21,0.919459463024624
22,0.91659828138394
23,0.913475790014128
24,0.910476037089642
25,0.909541595841932
26,0.910407117104324
27,0.912624370594984
28,0.915850285411048
29,0.915469291665993
30,0.915052217707707
31,0.914897671587291
32,0.914672911086081
33,0.91492736308293
34,0.91458988628114
35,0.915094945745262
36,0.915279475350516
37,0.914985965258153
38,0.914415352203487
39,0.912326831879319
40,0.908218983076018
41,0.905212334517987
42,0.902019627719934
43,0.900003731827318
44,0.89841109685759
45,0.8951222375005
46,0.892145011178945
47,0.889384801140171
48,0.887636207415661
49,0.889750320895728
50,0.893417251321066
51,0.896251960202895
52,0.900421526096246
53,0.903301009870858
54,0.902997544105312
55,0.901504044825077
56,0.900443877512695
57,0.900692889031223
58,0.899728681834658
59,0.897253981765836
60,0.892473659738757
61,0.887969775700416
62,0.884592390189508
63,0.881657773499235
64,0.880891066870257
65,0.884460277912808
66,0.886432267993756
67,0.885551447775442
68,0.884050976782879
69,0.881421128058822
70,0.880701453906197
71,0.881077305631551
72,0.878198953740406
73,0.876213686719582
74,0.875074973586499
75,0.87151862240925
76,0.868309145592614
77,0.865891427539404
78,0.864025062378486
79,0.862629010800313
80,0.861922857380539
81,0.860405772781041
82,0.859851178195764
83,0.859105747398152
84,0.859182357165717
85,0.85875273886846
86,0.857262832060224
87,0.854337990935389
88,0.852129381087814
89,0.851498463113792
90,0.851988539244013
91,0.852081807186717
92,0.851935667602621
93,0.851612033177606
94,0.851880071854021
95,0.854400441333746
96,0.859979522707653
97,0.869366729601796
98,0.877553379291742
99,0.88428632505831
100,0.889563804994678
101,0.895244307485251
102,0.900946620517248
103,0.906019884781699
104,0.909234858041701
105,0.909121945607501
106,0.907373527077816
107,0.9023235967747
108,0.897999826822614
109,0.895007460717457
110,0.891662543526457
111,0.888552521187073
112,0.888683883135027
113,0.890043870260684
114,0.892795349944145
115,0.89734519674214
116,0.901744714209158
117,0.907950191202776
118,0.914376125237487
119,0.921098060901144
120,0.927629757914519
121,0.933625870313771
122,0.937521987471622
123,0.940124887721744
124,0.942067112928453
125,0.942150014555736
126,0.943408413818743
127,0.944862946410068
128,0.947033004155368
129,0.948811097392456
130,0.950105541483654
131,0.951973100075627
132,0.953055386449263
133,0.952174553696597
134,0.949789058465242
135,0.94843799326737
136,0.94503087398132
137,0.940637641966695
138,0.934850009732685
139,0.927968718850254
140,0.922710171658574
141,0.925526651365702
142,0.928971910241289
143,0.934412093613332
144,0.94106330255796
145,0.948316598085874
146,0.957289260750242
147,0.967175382163981
148,0.977502110218699
149,0.989012801837545
