,score
0,0.980828987400968
1,0.983766502031132
2,0.98555604249836
3,0.98597523936103
4,0.986271418547896
5,0.985218963500057
6,0.984288339039997
7,0.986001618988083
8,0.986590634259869
9,0.985915239595209
10,0.98782472239472
11,0.99078105978984
12,0.993708833205516
13,0.996012828730678
14,0.996602624672954
15,0.996289491304534
16,0.996997712657382
17,0.996477515260572
18,0.997808427344132
19,0.999955419122107
20,1
21,0.998511465424891
22,0.99496875863591
23,0.993294133408537
24,0.990767000905983
25,0.990255417732218
26,0.988333518401141
27,0.986282156005362
28,0.98142809026135
29,0.976097079812584
30,0.972219620976314
31,0.968815055190035
32,0.967254784776457
33,0.963502435414565
34,0.961216467613113
35,0.95853680472403
36,0.956178454049007
37,0.953596414269838
38,0.951000003520946
39,0.949401971719931
40,0.947462905851848
41,0.946375693064006
42,0.945246087996808
43,0.944099313056128
44,0.945280734083376
45,0.947832108076335
46,0.95204910919705
47,0.958979025137078
48,0.966428641004678
49,0.970624423727213
50,0.972833502049019
51,0.971333859346041
52,0.969449719906192
53,0.970933940769464
54,0.971168473949893
55,0.96905974661936
56,0.963919581506369
57,0.956206055853702
58,0.950594058379323
59,0.947077149472842
60,0.944762340713704
61,0.945938369964959
62,0.948758535427896
63,0.949890131313486
64,0.948640276764971
65,0.948658340299726
66,0.950313098049843
67,0.951796805075971
68,0.952784070107829
69,0.954327450530034
70,0.953404748306141
71,0.95142691099099
72,0.950337077736924
73,0.952871899557685
74,0.957477112103335
75,0.960877958742041
76,0.962751862252061
77,0.963828210341122
78,0.962438562403208
79,0.961211408312571
80,0.963054893692461
81,0.962815124073229
82,0.961307736622861
83,0.956975554770994
84,0.952575750596945
85,0.947696064357528
86,0.944241734466696
87,0.943220850681228
88,0.942406664101275
89,0.943039024920306
90,0.9418527502401
91,0.942601919749336
92,0.942221278404941
93,0.940730349204985
94,0.938936884670394
95,0.937532752326366
96,0.932896266362666
97,0.92930789573874
98,0.927816675977231
99,0.925017462404301
100,0.92262573972434
101,0.919013802246353
102,0.91537323287809
103,0.913129817588003
104,0.914872867123437
105,0.915851989055421
106,0.918308477340284
107,0.919071600324453
108,0.917828774588987
109,0.915375873246639
110,0.914042660988681
111,0.914434488938164
112,0.915163139098616
113,0.91279416079333
114,0.907723557211589
115,0.903482016399315
116,0.901191705502904
117,0.899511013514804
118,0.901181631129131
119,0.904192148259773
120,0.906255671434385
121,0.90702784634667
122,0.907574263222718
123,0.909849385893974
124,0.912630749252026
125,0.917631551785012
126,0.921678027110356
127,0.925393574651597
128,0.926667572691862
129,0.9277956313119
130,0.92893711670406
131,0.93242585731601
132,0.934442211041091
133,0.935061690739778
134,0.935166242429801
135,0.932059652674434
136,0.928629851889815
137,0.927530007027025
138,0.928584582350704
139,0.929917597812135
140,0.931210163952816
141,0.93209062747971
142,0.934731692141107
143,0.937914920273469
144,0.939718840423818
145,0.943364819533619
146,0.946759405217378
147,0.946666197642234
148,0.944597610506213
149,0.94269264009654
150,0.942095053342021
151,0.940548876360097
152,0.939421984214325
153,0.9374861263902
154,0.936725941359485
155,0.935140679552193
156,0.933199148240847
157,0.932975340731184
158,0.934351566368918
159,0.934827539188505
160,0.93259696527576
161,0.930020113149056
162,0.925827509837468
163,0.924106651642935
164,0.921959678473005
165,0.920894262210641
166,0.922041017870303
167,0.922638420761258
168,0.92250912964765
169,0.924858773777523
170,0.918282729975513
171,0.907867835307604
172,0.920113020972486
173,0.916258826344403
174,0.91822364238382
175,0.929372565013411
176,0.932184144275647
177,0.934492683205983
178,0.956206373014241
179,0.968007310897271
