,score
0,0.932490584631656
1,0.933176130170347
2,0.935488686409504
3,0.937350946497551
4,0.939718109521045
5,0.9417060641983
6,0.944128476684498
7,0.948061102912375
8,0.951678051072932
9,0.953865070651647
10,0.954588239694334
11,0.952919004923358
12,0.952754849012133
13,0.95547001659249
14,0.959174009741639
15,0.960822589578291
16,0.961912478374828
17,0.962584564160306
18,0.963683813888741
19,0.966494335047464
20,0.970495678359958
21,0.973863055272975
22,0.975961408860456
23,0.97684608954739
24,0.975274214752485
25,0.976240654544943
26,0.97624604991105
27,0.97466438520753
28,0.973190970529842
29,0.971902990470045
30,0.971907635696701
31,0.973099205148747
32,0.973374231241014
33,0.972302507097366
34,0.973919656758476
35,0.975228432153263
36,0.976494996194578
37,0.979012054085802
38,0.980285498548419
39,0.980415418888309
40,0.979055775636819
41,0.97904257287165
42,0.979754464935819
43,0.979373612770214
44,0.977364582184618
45,0.975135414352983
46,0.975333712156916
47,0.975961561790252
48,0.977951244870747
49,0.980302292295382
50,0.981802646085989
51,0.982668011169975
52,0.982532333297791
53,0.984029337561819
54,0.982367948999323
55,0.981369652058953
56,0.979981319379212
57,0.977823224789552
58,0.974885014954403
59,0.970617264138103
60,0.969182390832691
61,0.968590377827834
62,0.968627173902109
63,0.968634560476546
64,0.970451183458846
65,0.971622465092357
66,0.971773229748116
67,0.971725537351032
68,0.971823071880403
69,0.973916073878284
70,0.974960343278267
71,0.973547186342908
72,0.971478961137675
73,0.967157083480628
74,0.96344451305946
75,0.961879269930262
76,0.961326810593136
77,0.961807959715207
78,0.961881914064705
79,0.96092946360824
80,0.958575105814576
81,0.957769836874283
82,0.957687782978985
83,0.96189084083862
84,0.966444677717771
85,0.968489975410794
86,0.968879791689337
87,0.968452691485265
88,0.968128513282486
89,0.96965511386006
90,0.972140940163268
91,0.973075083898273
92,0.973458536744337
93,0.970958292417054
94,0.969901635077396
95,0.970109771594074
96,0.969404941464998
97,0.965939379905459
98,0.963252548596789
99,0.96050075381896
100,0.958958247130776
101,0.957376688317212
102,0.955490467123068
103,0.953190547115375
104,0.949543734344762
105,0.946651941571327
106,0.946444886651206
107,0.948243629331277
108,0.948492228262205
109,0.947296204128667
110,0.945801933808443
111,0.946265900131833
112,0.948707144272436
113,0.951892734313631
114,0.95321121901536
115,0.95228336479363
116,0.951268170203898
117,0.952602928800928
118,0.953911511365681
119,0.956559682999986
120,0.959627688079899
121,0.962841532868146
122,0.964041766481443
123,0.963957964542095
124,0.965522586032935
125,0.968361398785789
126,0.969973541497005
127,0.971803629743771
128,0.976743024955398
129,0.980071402607939
130,0.982892787310156
131,0.985082304497385
132,0.987954566669428
133,0.990396218704208
134,0.993029033420881
135,0.995378888506864
136,0.997745673546868
137,0.998311559691784
138,0.997116967669264
139,0.998204957898613
140,1
141,0.984999518327464
142,0.970396589769558
143,0.957006252866914
144,0.943462392818357
145,0.930365909477072
146,0.917619431716294
147,0.905442569256777
148,0.893508566556961
149,0.881144122867747
